Timestamp,close,high,low,open,volume
1449210848,1335.7500,1336.2500,1335.2000,1335.6000,1200
1449211145,1335.2500,1336.0000,1335.2500,1336.0000,1000
1449211453,1334.5000,1335.4500,1334.1000,1335.2500,7800
1449211744,1334.1500,1335.0000,1334.0000,1334.0000,2900
1449212099,1333.0000,1334.5000,1333.0000,1334.3000,4500
1449212341,1333.0000,1333.3000,1332.5000,1333.0000,31300
1449212640,1332.9000,1333.2500,1332.4500,1333.0000,2700
1449212944,1333.0000,1333.0000,1332.3000,1333.0000,15700
1449213298,1333.5000,1333.5000,1332.8500,1333.0000,15900
1449213540,1333.0000,1333.6000,1332.5000,1333.5000,6300
1449213841,1333.0000,1333.1500,1332.6500,1332.6500,8000
1449214141,1337.1000,1340.0000,1332.9000,1333.0000,12400
1449214471,1335.2000,1336.9500,1333.0000,1336.9500,5700
1449214741,1335.4000,1335.4000,1334.9500,1335.2000,200
1449215044,1336.0500,1336.0500,1335.1000,1335.1500,200
1449215354,1338.7000,1338.7000,1335.2500,1336.5500,800
1449215680,1337.6500,1338.6500,1337.0500,1338.5000,600
1449215940,1335.0000,1337.6500,1335.0000,1337.1500,3400
1449216243,1335.1000,1335.6500,1334.9500,1334.9500,300
1449216568,1337.0000,1338.0000,1335.6500,1335.6500,1100
1449216842,1336.5000,1336.8500,1336.1500,1336.7500,900
1449217151,1336.3000,1336.4500,1336.0000,1336.4500,300
1449217473,1336.3000,1336.4000,1335.6500,1335.6500,300
1449217745,1335.2000,1336.3000,1334.8000,1336.3000,1200
1449218090,1335.5500,1335.5500,1335.1000,1335.1500,500
1449218341,1335.2500,1336.3500,1335.2500,1335.5500,300
1449218643,1335.0500,1336.1500,1335.0500,1335.5500,800
1449218992,1336.9500,1337.0000,1335.0000,1335.2500,1100
1449219259,1335.1000,1336.9500,1335.0500,1336.9500,400
1449219543,1335.8500,1336.0000,1335.0000,1335.1000,500
1449219840,1335.1000,1336.1000,1335.0000,1336.0000,1300
1449220165,1335.1500,1337.4500,1335.0000,1335.0500,1500
1449220440,1335.1500,1335.6500,1334.9500,1335.6000,6100
1449220764,1335.1500,1335.6500,1334.8500,1335.0000,3200
1449221065,1335.5000,1335.8000,1335.0000,1335.1500,700
1449221353,1335.0000,1335.5000,1335.0000,1335.0000,3000
1449221641,1333.1500,1335.1000,1333.0000,1335.0500,7800
1449221997,1334.2500,1334.7500,1333.2000,1333.9500,3600
1449222241,1334.5000,1334.9500,1334.2500,1334.2500,3900
1449222540,1334.6500,1335.0000,1334.3500,1334.5000,5900
1449222840,1334.5000,1335.9500,1334.0000,1334.5000,11000
1449223141,1335.0500,1336.8500,1334.6000,1334.6000,8400
1449460146,1340.0000,1342.3500,1338.0000,1338.0000,0
1449460447,1341.6500,1343.1000,1339.3000,1339.3000,3800
1449460752,1343.5000,1343.5000,1341.6000,1341.9000,600
1449461041,1341.7500,1344.9000,1340.3000,1344.0000,2800
1449461359,1341.4000,1341.9500,1337.8500,1341.8500,1100
1449461644,1342.1000,1342.6000,1340.7000,1341.4000,800
1449461941,1338.9000,1342.5000,1338.1000,1342.5000,1900
1449462266,1340.0000,1341.0000,1338.8000,1339.4500,1500
1449462561,1338.0000,1340.5000,1337.8000,1340.0000,800
1449462842,1337.9000,1338.1000,1337.0000,1337.8000,900
1449463152,1338.4000,1338.6500,1337.5000,1338.0000,600
1449463445,1338.2500,1339.7500,1335.6500,1338.0000,2900
1449463753,1337.9500,1339.4500,1336.5000,1338.2500,1400
1449464048,1338.4000,1339.5000,1338.3000,1339.5000,400
1449464342,1339.6000,1339.9000,1337.9500,1338.2500,800
1449464699,1340.5000,1340.5000,1339.1500,1339.4500,300
1449464963,1342.0500,1344.1000,1340.5000,1340.5000,3300
1449465253,1340.7500,1342.1000,1340.0000,1342.1000,1400
1449465549,1340.0000,1341.3000,1339.5000,1341.3000,400
1449465899,1341.6000,1342.0000,1339.0000,1339.2000,3500
1449466199,1339.3500,1341.6000,1338.5500,1341.6000,5700
1449466440,1343.6000,1344.0000,1339.0500,1339.5000,3800
1449466748,1343.5000,1344.3000,1342.3000,1343.6000,2300
1449467046,1344.6000,1344.8500,1343.1500,1343.5000,700
1449467346,1344.3000,1344.6000,1343.5000,1344.6000,200
1449467677,1343.9000,1344.0000,1343.1500,1344.0000,300
1449467958,1344.7000,1344.7000,1343.2000,1343.8500,800
1449468291,1344.2000,1344.8000,1343.3000,1344.7000,1600
1449468509,1344.5000,1344.6500,1343.5000,1344.2000,100
1449468854,1345.1000,1345.1000,1344.0500,1344.5000,8500
1449469140,1348.5500,1350.8000,1344.5000,1345.1000,6100
1449469446,1348.4500,1349.0000,1348.0000,1348.2000,600
1449469747,1347.9000,1349.9000,1347.8000,1349.6500,1500
1449470077,1348.1000,1349.4500,1347.8000,1347.9500,900
1449470356,1347.7500,1349.1500,1347.6500,1348.9000,1400
1449470665,1348.3000,1348.3000,1347.6000,1347.6000,1000
1449470992,1347.5000,1348.5000,1347.5000,1348.3000,500
1449471277,1348.4500,1348.4500,1347.5000,1347.5000,200
1449471482,1347.5000,1347.5500,1347.5000,1347.5500,200
1449471840,1350.2000,1351.5000,1347.5000,1347.5000,6400
1449472140,1345.5500,1350.2000,1344.7500,1350.2000,6500
1449472442,1346.1000,1346.4500,1345.0000,1345.8500,700
1449472741,1348.9000,1348.9000,1345.2000,1345.2000,1200
1449473041,1348.4500,1349.0000,1347.0000,1348.9000,800
1449473342,1347.5500,1348.5500,1347.5500,1347.6500,900
1449473641,1347.5500,1348.6000,1347.5000,1347.5500,1500
1449473941,1348.5000,1349.0000,1347.4500,1347.5500,900
1449474241,1348.7500,1349.0000,1347.5500,1348.0000,1100
1449474541,1347.9500,1348.7500,1347.1500,1348.0500,500
1449474841,1347.1500,1347.8500,1347.1500,1347.1500,1800
1449475141,1348.1500,1348.5500,1347.0000,1347.1500,2000
1449475440,1348.0500,1348.5000,1347.0000,1348.1500,1200
1449475740,1349.8500,1350.0000,1347.1500,1347.1500,2600
1449476042,1348.2500,1349.9000,1348.2000,1349.8500,800
1449476341,1348.1500,1349.1000,1347.1500,1348.2500,700
1449476641,1347.8000,1348.6000,1347.1500,1347.1500,1000
1449476941,1348.4000,1349.3000,1347.7500,1348.9000,800
1449477241,1349.4000,1349.7500,1347.9000,1349.2500,3700
1449477541,1348.2000,1349.5000,1348.0500,1348.6500,1200
1449477899,1347.4000,1348.9500,1347.0500,1348.7000,1100
1449478142,1348.2000,1348.7500,1347.4000,1348.5000,700
1449478441,1348.9000,1349.8500,1347.4000,1348.2000,2300
1449478741,1349.6000,1349.8500,1347.9000,1348.1000,2700
1449479041,1348.7500,1350.0000,1347.9000,1348.6000,1700
1449479343,1348.8500,1349.3000,1348.0000,1348.5000,300
1449479642,1349.6000,1350.8000,1348.0500,1348.0500,2600
1449479943,1348.5000,1350.0000,1347.9000,1349.6000,1300
1449480243,1350.0000,1350.5500,1348.1500,1348.3500,1900
1449480542,1353.1000,1353.1000,1349.5500,1350.0000,1700
1449480842,1353.3000,1354.0000,1350.3500,1353.1000,2900
1449481143,1353.1000,1354.0000,1353.0000,1353.0000,1500
1449481442,1352.3500,1354.0000,1352.3500,1353.0500,2600
1449481740,1353.8000,1355.0500,1352.0000,1352.3000,7000
1449482040,1354.9500,1355.0000,1353.0000,1353.6000,4000
1449482340,1352.0000,1355.9500,1351.5000,1355.0500,6200
1449546548,1343.0000,1346.7000,1339.4000,1345.0500,0
1449546842,1341.4500,1344.2000,1340.5500,1344.2000,4200
1449547199,1345.5000,1345.7000,1340.5000,1341.3000,4100
1449547440,1345.6000,1345.7000,1343.1000,1345.4000,2500
1449547740,1344.0000,1345.6000,1344.0000,1344.7500,800
1449548045,1345.5000,1345.5000,1344.1000,1344.2500,700
1449548354,1346.9500,1347.4500,1344.1500,1345.5000,1100
1449548658,1346.1000,1348.9000,1345.6000,1347.1500,2900
1449548941,1347.1000,1347.9500,1346.1000,1346.1000,600
1449549245,1347.7500,1348.3500,1346.7000,1347.0000,3400
1449549541,1346.9000,1348.0000,1346.5000,1347.1000,1400
1449549841,1346.3000,1347.0000,1344.3500,1346.9000,3100
1449550165,1346.7000,1346.7000,1345.1500,1345.2000,100
1449550451,1347.4000,1347.9500,1344.9500,1346.6000,300
1449550662,1346.3000,1347.9500,1345.9000,1347.0000,0
1449551077,1347.4500,1347.4500,1345.3000,1346.2000,32300
1449551282,1347.5000,1347.5000,1346.5000,1346.5000,0
1449551698,1350.5000,1351.0500,1347.5500,1347.5500,1700
1449551957,1347.8000,1351.0000,1347.8000,1350.5000,1000
1449552227,1349.9500,1350.0000,1348.3000,1348.3500,200
1449552581,1348.7000,1350.0000,1348.6500,1349.3000,200
1449552885,1346.9500,1349.4000,1346.0500,1348.5500,100
1449553160,1350.0000,1350.0000,1346.3000,1346.3000,300
1449553441,1350.0000,1350.1500,1348.9500,1348.9500,200
1449553771,1346.3000,1350.0000,1346.3000,1350.0000,1000
1449554078,1347.0000,1347.0000,1345.0500,1346.0000,200
1449554374,1346.5000,1347.1500,1346.3000,1347.1500,0
1449554655,1346.0000,1347.4000,1345.7500,1347.3500,500
1449554953,1347.8000,1347.8000,1346.0000,1346.0000,0
1449555257,1347.2500,1347.4000,1346.5000,1346.5000,500
1449555574,1347.3500,1347.3500,1346.7500,1347.2500,0
1449555854,1348.0000,1349.0000,1347.0000,1347.3500,800
1449556129,1347.0000,1347.0500,1347.0000,1347.0500,100
1449556476,1346.7000,1347.0000,1346.7000,1347.0000,1300
1449556704,1347.0000,1347.0000,1346.0500,1346.7000,1100
1449557064,1346.0000,1347.0000,1346.0000,1347.0000,800
1449557383,1346.8500,1346.9000,1346.0000,1346.0000,1000
1449557672,1346.0500,1347.0000,1346.0000,1346.0500,300
1449557891,1346.9000,1346.9000,1346.0000,1346.0500,400
1449558245,1346.1000,1346.9000,1346.0000,1346.9000,200
1449558587,1346.1000,1346.9000,1346.1000,1346.9000,0
1449558862,1346.9000,1346.9000,1346.1000,1346.8000,100
1449559178,1346.0000,1346.9000,1346.0000,1346.9000,1100
1449559444,1346.9500,1347.0000,1345.8000,1346.0000,1600
1449559750,1345.0500,1346.0000,1345.0500,1346.0000,2300
1449559992,1346.1000,1346.2500,1346.1000,1346.2500,0
1449560379,1343.5000,1345.0500,1343.5000,1345.0500,2800
1449560679,1344.6000,1345.0000,1343.5000,1343.5000,1300
1449560989,1345.4500,1345.9500,1344.0000,1344.9000,1000
1449561249,1350.6500,1350.6500,1344.6000,1344.9000,4400
1449561550,1349.0000,1351.0000,1349.0000,1349.6500,1100
1449561844,1349.6000,1349.7000,1347.5500,1349.0000,600
1449562197,1349.0000,1349.0500,1349.0000,1349.0500,300
1449562474,1348.5000,1349.3000,1348.5000,1349.0000,300
1449562756,1349.0000,1349.0500,1349.0000,1349.0500,0
1449563045,1347.3500,1349.0000,1347.3500,1349.0000,1500
1449563389,1348.1500,1348.1500,1348.0000,1348.0000,0
1449563697,1348.1000,1348.9500,1346.2000,1348.0500,400
1449563917,1347.8500,1348.2500,1346.5500,1347.0000,0
1449564299,1347.0000,1348.6000,1346.5000,1346.5000,300
1449564543,1343.5000,1347.0000,1343.5000,1347.0000,1900
1449564780,1344.9500,1344.9500,1343.0000,1343.2000,700
1449565145,1345.5000,1345.5500,1344.8000,1345.5500,200
1449565389,1348.7000,1349.7000,1346.0500,1346.0500,2300
1449565746,1349.0000,1349.0000,1348.7000,1349.0000,800
1449566046,1349.0000,1349.9500,1348.7500,1349.9500,800
1449566353,1346.4000,1349.0000,1346.2000,1349.0000,3000
1449566679,1346.4500,1346.4500,1345.5000,1346.4000,100
1449566998,1345.0000,1345.7500,1343.6500,1345.5500,2600
1449567298,1339.1000,1345.0500,1339.0000,1345.0000,15400
1449567544,1337.5000,1339.6000,1337.5000,1338.7500,7700
1449567856,1337.9500,1339.5000,1337.0000,1337.4500,2400
1449568143,1336.0500,1338.0000,1335.3500,1337.0500,2400
1449568442,1335.7500,1337.7500,1332.6000,1336.0000,3200
1449568742,1334.0000,1337.3000,1333.5000,1336.8000,3200
