adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote
0001564590-18-029334,DerivativeNotionalAmount,invest/2013,,20170930,0,CAD,101000000,
0001564590-18-029334,DerivativeNotionalAmount,invest/2013,OperatingPartnership,20171231,0,USD,90000000,
0001564590-18-028994,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,344726000,
0001564590-18-028994,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,491420000,
0000777917-18-000068,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,2286991000,
0000777917-18-000068,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,2828838000,
0000727920-18-000019,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,62016000000,
0000727920-18-000019,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,86433000000,
0001331757-18-000017,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,38193142000,
0001331757-18-000017,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,45328247000,
0001333986-18-000022,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,87914000000,
0001333986-18-000022,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,87790000000,
0001564590-18-028925,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,0,
0001564590-18-028925,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,0,
0001254699-18-000020,DerivativeNotionalAmount,invest/2013,,20160531,0,USD,125000000,
0001562762-18-000334,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,42800000,
0001437749-18-020214,DerivativeNotionalAmount,invest/2013,,20180630,0,USD,47000000,
0001437749-18-020214,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,47000000,
0001387131-18-006021,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,250000000,
0001387131-18-006021,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,250000000,
0001070680-18-000039,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,1378000,
0001070680-18-000039,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,2185000,
0001562463-18-000090,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,37588000,
0001562463-18-000090,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,174359000,
0000884905-18-000090,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,2580000000,
0000884905-18-000090,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,3210000000,
0000865058-18-000045,DerivativeNotionalAmount,invest/2013,,20090331,0,USD,3000000,
0000865058-18-000045,DerivativeNotionalAmount,invest/2013,,20100531,0,USD,9000000,
0001591588-18-000057,DerivativeNotionalAmount,invest/2013,,20180630,0,USD,347415000,
0001591588-18-000057,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,288247000,
0000881453-18-000045,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,1.53711E+11,
0000881453-18-000045,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,1.50362E+11,
0001038509-18-000025,DerivativeNotionalAmount,invest/2013,,20171231,0,USD,347834000,
0001038509-18-000025,DerivativeNotionalAmount,invest/2013,,20180930,0,USD,429224000,
0001579910-18-000020,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,27090893,
0001710155-18-000049,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,77164296,
0001564590-18-029127,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,56242571,
0001558370-18-009290,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,23182472,
0000719402-18-000025,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,4956897,
0001377848-18-000012,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,348335,
0001591588-18-000057,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,7031450,
0000865058-18-000045,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,2527136,
0000884905-18-000090,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,287856237,
0000924168-18-000067,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,12074521,
0001558370-18-009118,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,31213649,
0001144204-18-058569,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,24052253,
0001562463-18-000090,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,10181675,
0001628280-18-014092,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,16378545,
0001104659-18-067217,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,52257013,
0001497275-18-000133,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,38800431,
0001387131-18-006021,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,34348624,
0001144204-18-058571,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5093536,
0001015328-18-000212,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,56392334,
0001493225-18-000103,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,49542865,
0001558370-18-009135,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,15965472,
0001624826-18-000048,EntityCommonStockSharesOutstanding,dei/2014,MPMInc,20181031,0,shares,48,
0001624826-18-000048,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,48163690,
0001452936-18-000091,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,54207256,
0001254699-18-000020,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,1,
0000871763-18-000109,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,61831498,
0001558370-18-009089,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,26478590,
0001558370-18-008905,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,17626873,
0001026655-18-000058,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,8098983,
0001144204-18-058605,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5577666,
0001104659-18-067431,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,45335287,
0000075208-18-000118,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,84587414,
0001564590-18-028718,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,49459188,
0000824410-18-000013,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,35523703,
0001104659-18-067422,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,25302262,
0000276209-18-000023,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,12049724,
0001193805-18-001328,EntityCommonStockSharesOutstanding,dei/2014,,20180228,0,shares,46803791,
0001144204-18-058776,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,64285289,
0001130713-18-000071,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,32146065,
0001628280-18-014135,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,16461119,
0001104659-18-067280,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0001575311-18-000012,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,0,
0001387131-18-006105,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0000924719-18-000035,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5080395,
0001599916-18-000203,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,20000000,
0001628280-18-014269,EntityCommonStockSharesOutstanding,dei/2014,,20171031,0,shares,22139258,
0001628280-18-014275,EntityCommonStockSharesOutstanding,dei/2014,,20180430,0,shares,23683164,
0001628280-18-014262,EntityCommonStockSharesOutstanding,dei/2014,,20170430,0,shares,17539258,
0001558370-18-009274,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0001193125-18-325468,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0001062993-18-004510,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,32806646,
0001276531-18-000013,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,114915852,
0001145765-18-000018,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0001387131-18-006115,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,25087946,
0001551163-18-000175,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,195645159,
0001628280-18-014279,EntityCommonStockSharesOutstanding,dei/2014,,20180731,0,shares,23683164,
0001129542-18-000012,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,10,
0001104659-18-067720,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,28313417,
0001558370-18-009263,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,139252639,
0001393905-18-000327,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,127838231,
0001417398-18-000043,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,62347253,
0001551163-18-000184,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,197897747,
0001393905-18-000332,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,67373008,
0001387131-18-006096,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,10263132,
0001047469-18-007225,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,156351525,
0001047469-18-007210,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,343034000,
0001628280-18-014272,EntityCommonStockSharesOutstanding,dei/2014,,20180331,0,shares,23683164,
0001387131-18-006089,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,11946040,
0001562528-18-000016,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,37673804,
0001683168-18-003377,EntityCommonStockSharesOutstanding,dei/2014,,20171031,0,shares,6875365,
0001537435-18-000071,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,24819646,
0001393905-18-000324,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,81950977,
0000915840-18-000052,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,33522046,
0001594879-18-000071,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,19605757,
0001387131-18-006079,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,14760178,
0001558370-18-009212,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,15490480,
0001387131-18-006111,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,11727784,
0001740797-18-000015,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,5014080,
0001551163-18-000178,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,11000000,
0001062993-18-004570,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,40247531,
0001062993-18-004518,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5366382,
0001053374-18-000079,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,7957988,
0001659617-18-000109,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,27129510,
0000888471-18-000016,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0001511164-18-000633,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,5073000,
0000819689-18-000065,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,2855921,
0001628280-18-014284,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,0,
0001721868-18-000659,EntityCommonStockSharesOutstanding,dei/2014,,20171031,0,shares,5524636434,
0000930810-18-000014,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,0,
0001341318-18-000050,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,6019919,
0001511164-18-000631,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,90067069,
0001628280-18-014266,EntityCommonStockSharesOutstanding,dei/2014,,20170731,0,shares,22139258,
0001558370-18-009340,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,28694036,
0001446687-18-000065,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,17711384,
0001062993-18-004698,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,30000000,
0001014897-18-000127,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,43465233,
0001088034-18-000024,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,15943624,
0001052918-18-000421,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,122610282,
0001393905-18-000337,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,88195005,
0001594062-18-000187,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,31068136,
0000920448-18-000061,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,4999154,
0001681903-18-000045,EntityCommonStockSharesOutstanding,dei/2014,,20180731,0,shares,3500000,
0000950159-18-000507,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,3616549,
0001628280-18-014364,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,35143208,
0001667944-18-000026,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,2561542,
0001672909-18-000008,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,4524127,
0001558370-18-009319,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,10712745,
0001721868-18-000671,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,58376518,
0001407805-18-000014,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0001564590-18-029579,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,250000,
0001434842-18-000013,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5421967,
0000837010-18-000069,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,55000,
0001397403-18-000023,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,27257184,
0001558370-18-009350,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,58335575,
0001511164-18-000655,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,43788324,
0001628280-18-014356,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,147861840,
0001387131-18-006185,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,57803575,
0001052918-18-000422,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,688287060,
0000744455-18-000019,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,7320176,
0001550695-18-000055,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,52990664,
0001558370-18-009358,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,18514945,
0001446806-18-000013,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,258761,
0001387131-18-006141,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,139380748,
0001558370-18-009338,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,955889,
0001721868-18-000676,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,55094525,
0001556244-18-000162,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,21490621,
0001376912-18-000020,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0001104659-18-068490,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5674220,
0001140361-18-043104,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,10639290,
0001387131-18-006202,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,3615568,
0001723596-18-000035,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,115889175,
0001014897-18-000124,EntityCommonStockSharesOutstanding,dei/2014,,20170930,0,shares,114500,
0001014897-18-000124,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,0,
0001014897-18-000124,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,18692654,
0001564590-18-029563,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,83625000,
0001558370-18-009359,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,12721201,
0001062993-18-004620,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,304781294,
0001511164-18-000658,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,27605567,
0001511164-18-000637,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,33036400,
0001144204-18-059697,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,3497243,
0001599916-18-000209,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,27378000,
0000867038-18-000020,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,6936269,
0001104659-18-068499,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,16343920,
0001502519-18-000012,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,197385,
0001062993-18-004672,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,72300000,
0000862668-18-000025,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,7415329,
0001592379-18-000057,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,17027935,
0001062993-18-004666,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,34837625,
0001144204-18-059469,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,10042468,
0001104659-18-068455,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,2673435,
0001678746-18-000010,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,10511000,
0001511164-18-000640,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,344956364,
0001482974-18-000093,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,182670119,
0001217160-18-000158,EntityCommonStockSharesOutstanding,dei/2014,,20180831,0,shares,4218988,
0001318641-18-000042,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,11298239,
0001558370-18-009315,EntityCommonStockSharesOutstanding,dei/2014,,20180731,0,shares,16904112,
0001062993-18-004590,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,82489391,
0001696195-18-000018,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,5060000,
0001062993-18-004616,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,133506570,
0001104659-18-068343,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,33969570,
0001045810-18-000150,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,610000000,
0001558370-18-009372,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,27337991,
0001551163-18-000194,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,127061,
0000890163-18-000040,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,4649383,
0001721868-18-000683,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,249447433,
0001104659-18-068345,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,150425.105,
0001052918-18-000425,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,57645579,
0001628280-18-014363,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,97934091,
0001652871-18-000034,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,2120000,
0001062993-18-004728,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,122878912,
0001558370-18-009382,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,12504478,
0000004127-18-000046,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,177531995,
0001104659-18-068344,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,367396878,
0000785786-18-000051,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,31466482,
0001551163-18-000202,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,8690190,
0001558370-18-009412,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,109038462,
0001511164-18-000664,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,145199289,
0000857005-18-000025,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,118675240,
0001062993-18-004734,EntityCommonStockSharesOutstanding,dei/2014,,20171231,0,shares,64056876,
0000100716-18-000062,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5307103,
0001556244-18-000170,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,22668416,
0001113256-18-000120,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,84876805,
0001632790-18-000107,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,59609327,
0001654948-18-000052,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,3283660,
0000849399-18-000013,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,638888439,
0001406587-18-000012,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,41950109,
0001493594-18-000034,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,65192357,
0000882184-18-000120,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,376274635,
0000849399-18-000014,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,638888439,
0001388410-18-000084,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,152178141,
0001140705-18-000376,EntityCommonStockSharesOutstanding,dei/2014,,20180331,0,shares,34902632,
0001393905-18-000344,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,115250234,
0001052918-18-000440,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,34617791,
0001393905-18-000348,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,81696744,
0000032604-18-000044,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,626158598,
0001014897-18-000131,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,882693736,
0001062993-18-004743,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,20453500,
0000849547-18-000070,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,15237521,
0001387131-18-006332,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,104586168,
0001101396-18-000043,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,6858697,
0001140705-18-000377,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,34927632,
0001096752-18-000043,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,54040609,
0001062993-18-004753,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,26647478,
0001014897-18-000136,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,69270060,
0001062993-18-004752,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,3143141,
0001599916-18-000211,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,507450000,
0001144204-18-060833,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,30383298,
0001140705-18-000378,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,25952632,
0000056978-18-000142,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,67171963,
0000932628-18-000022,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,92977072,
0000354950-18-000065,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,1129527754,
0000063296-18-000124,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,32073394,
0000884614-18-000033,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,173846575,
0001052918-18-000436,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,139573798,
0001551163-18-000206,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,6681005,
0001002517-18-000064,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,287581197,
0001635965-18-000042,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,77701891,
0001072725-18-000040,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,99395048,
0001564590-18-029890,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,75192597,
0000833444-18-000053,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,924058960,
0001650962-18-000102,EntityCommonStockSharesOutstanding,dei/2014,,20180228,0,shares,139801878,
0001522165-18-000026,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,5500000000,
0001072725-18-000038,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,99395048,
0000100548-18-000021,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,26781785,
0000859737-18-000020,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,289212857,
0001001039-18-000187,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,1488670964,
0001584509-18-000226,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,246731970,
0001193125-18-338056,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,1830396240,
0001628280-18-014711,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,65808898,
0001193125-18-337149,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,442823361,
0001193125-18-335763,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,1439343359,
0001666138-18-000129,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,47079645,
0000091419-18-000011,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,113758133,
0000021510-18-000029,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,24379270,
0001558370-18-009471,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,9402134,
0001078782-18-001376,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,31929291,
0001599916-18-000213,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,20000000,
0001104659-18-070318,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,46833470,
0001062993-18-004829,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,55013874,
0001193125-18-335067,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,1227027624,
0000915779-18-000097,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,44860543,
0001696898-18-000014,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5707250,
0001137411-18-000111,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,164629890,
0001710495-18-000027,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,2800000,
0000052988-18-000036,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,142263898,
0001628280-18-014569,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,500251751,
0001062993-18-004777,EntityCommonStockSharesOutstanding,dei/2014,,20181130,0,shares,121964931,
0001223389-18-000063,EntityCommonStockSharesOutstanding,dei/2014,,20180331,0,shares,31553334,
0001048695-18-000031,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,60627214,
0001697884-18-000016,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,3443502,
0001670541-18-000065,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,93395662,
0001683168-18-003580,EntityCommonStockSharesOutstanding,dei/2014,,20180531,0,shares,17761206,
0001683168-18-003580,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,17856543,
0001558370-18-009497,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,71776483,
0001676852-18-000008,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,4356750,
0001488813-18-000045,EntityCommonStockSharesOutstanding,dei/2014,,20180228,0,shares,31439416,
0001488813-18-000047,EntityCommonStockSharesOutstanding,dei/2014,,20180430,0,shares,31498221,
0001703073-18-000012,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5340000,
0001714379-18-000019,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,2600000,
