adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote
0001262463-18-000305,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,9863000,
0001477932-18-004723,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,105000000,
0000732717-18-000076,EntityCommonStockSharesOutstanding,dei/2014,,20180131,0,shares,6142000000,
0001144204-18-053676,EntityCommonStockSharesOutstanding,dei/2014,,20180430,0,shares,30788044,
0000095521-18-000135,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,38718618,
0001680525-18-000022,EntityCommonStockSharesOutstanding,dei/2014,,20180331,0,shares,4945500,
0001684506-18-000012,EntityCommonStockSharesOutstanding,dei/2014,,20180831,0,shares,3800000,
0001640334-18-001899,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,5760000,
0001477932-18-004808,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,19490614,
0001127855-18-000236,EntityCommonStockSharesOutstanding,dei/2014,,20180531,0,shares,141347173,
0001656081-18-000004,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,49804145,
0001062993-18-004065,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,15570973,
0001680525-18-000016,EntityCommonStockSharesOutstanding,dei/2014,,20170930,0,shares,4945500,
0001681769-18-000013,EntityCommonStockSharesOutstanding,dei/2014,,20180731,0,shares,3105250,
0001067701-18-000031,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,81102622,
0001390844-18-000018,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,52169232,
0001599916-18-000180,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,8000000,
0000100517-18-000028,EntityCommonStockSharesOutstanding,dei/2014,UnitedAirLinesInc,20180930,0,shares,1000,
0000100517-18-000028,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,272464412,
0001144204-18-054212,EntityCommonStockSharesOutstanding,dei/2014,,20171231,0,shares,125629779,
0000892553-18-000122,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,31204061,
0001065280-18-000538,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,436084995,
0001144204-18-054407,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,412450256,
0001144204-18-053730,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,110115854,
0001052918-18-000382,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,34617791,
0001104659-18-062103,EntityCommonStockSharesOutstanding,dei/2014,,20180831,0,shares,131448444,
0001062993-18-004080,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,94494088,
0001680525-18-000020,EntityCommonStockSharesOutstanding,dei/2014,,20171231,0,shares,4945500,
0001393905-18-000296,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,44282749,
0001684508-18-000015,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,6340000,
0001077428-18-000111,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,50181585,
0000313616-18-000130,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,700902703,
0001193125-18-302492,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,3026082669,
0001700849-18-000019,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,2085000,
0000930413-18-003111,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,740288303,
0001069202-18-000020,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,40283285,
0001035267-18-000127,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,114200264,
0000055785-18-000069,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,346300915,
0001393905-18-000304,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,5391410729,
0000868611-18-000055,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,35687663,
0000004962-18-000121,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,854261803,
0001104659-18-063502,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,97950763,
0001685237-18-000018,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,2574000,
0000908315-18-000036,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,3901202,
0000052795-18-000024,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,33481846,
0000707549-18-000125,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,155182806,
0001022079-18-000180,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,136072105,
0000899866-18-000131,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,223096632,
0001702744-18-000064,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,80849248,
0001579241-18-000037,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,95055763,
0000887936-18-000072,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,38387013,
0001420800-18-000025,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,117199449,
0001041803-18-000043,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,30460353,
0001060822-18-000026,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,45848908,
0000927653-18-000020,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,195376222,
0001558370-18-007858,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,426347027,
0000014272-18-000197,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,1632198774,
0000912593-18-000143,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,86359824,
0001462418-18-000055,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,16990838,
0001418819-18-000017,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,111338834,
0001511164-18-000607,EntityCommonStockSharesOutstanding,dei/2014,,20180731,0,shares,606417622,
0001165002-18-000064,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,9018436,
0001144980-18-000128,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,19601597,
0001564590-18-024810,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,10757318,
0000040533-18-000060,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,296149755,
0001599916-18-000185,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,20000000,
0001599916-18-000183,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,20000000,
0001193125-18-305893,EntityCommonStockSharesOutstanding,dei/2014,,20180630,0,shares,48409621,
0000024741-18-000053,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,800399090,
0001726744-18-000007,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,2027000,
0001466258-18-000221,EntityCommonStockSharesOutstanding,dei/2014,,20180930,0,shares,245656287,
0001616862-18-000068,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,238715154,
0000086115-18-000087,EntityCommonStockSharesOutstanding,dei/2014,,20181031,0,shares,20647178,
0001718512-18-000017,EntityListingDepositoryReceiptRatio,dei/2014,,20180930,0,pure,0.7629,
0001651308-18-000003,EntityListingParValuePerShare,dei/2014,,20180930,3,USD,0.0001,
0001558370-18-009497,EntityListingParValuePerShare,dei/2014,,20180930,4,USD,0.01,
0000824410-18-000013,EntityListingParValuePerShare,dei/2014,,20180930,3,USD,1,
0001701605-18-000108,EntityNumberOfEmployees,dei/2014,,20171231,0,Employee,64000,
0001039101-18-000024,EntityNumberOfEmployees,dei/2014,,20171231,0,Employee,31000,
0001004878-18-000236,EntityNumberOfEmployees,dei/2014,,20180228,0,pure,1,
0001004878-18-000237,EntityNumberOfEmployees,dei/2014,,20180531,0,pure,1,
0000922358-18-000013,EntityNumberOfEmployees,dei/2014,FerrellgasLP,20181031,0,employee,0,
0000922358-18-000013,EntityNumberOfEmployees,dei/2014,FerrellgasPartnersFinanceCorp,20181031,0,employee,0,
0000922358-18-000013,EntityNumberOfEmployees,dei/2014,FerrellgasFinanceCorp,20181031,0,employee,0,
0000922358-18-000013,EntityNumberOfEmployees,dei/2014,,20181031,0,employee,0,
0001020859-18-000142,EntityNumberOfEmployees,dei/2014,,20181031,0,employee,19900,
0001628280-18-014363,EntityNumberOfEmployees,dei/2014,,20171231,0,pure,81,
0001724670-18-000041,EntityNumberOfEmployees,dei/2014,VencoreInc.VencoreOpCo,20180331,0,employee,3400,
0001724670-18-000041,EntityNumberOfEmployees,dei/2014,KeypointGovernmentSolutionsIncKeypointOpCo,20180331,0,employee,2700,
0001482974-18-000093,EntityNumberOfEmployees,dei/2014,,20180930,0,employee,0,
0001724670-18-000051,EntityNumberOfEmployees,dei/2014,KeypointGovernmentSolutionsIncKeypointOpCo,20180331,0,employee,2700,
0001724670-18-000051,EntityNumberOfEmployees,dei/2014,VencoreInc.VencoreOpCo,20180331,0,employee,3400,
0000904979-18-000054,EntityNumberOfEmployees,dei/2014,,20181031,0,employee,4200,
0001602658-18-000155,EntityNumberOfEmployees,dei/2014,,20180930,0,Employee,253,
0001031029-18-000084,EntityNumberOfEmployees,dei/2014,,20180930,0,employee,45000,
0001628280-18-013669,EntityNumberOfEmployees,dei/2014,,20180930,0,Employee,6400,
0001381197-18-000061,EntityNumberOfEmployees,dei/2014,,20180930,0,employee,1380,
0000808362-18-000023,EntityNumberOfEmployees,dei/2014,,20180930,0,Employee,65000,
0001067701-18-000031,EntityNumberOfEmployees,dei/2014,BakerCorpInternationalHoldingsIncBakerCorp,20180731,0,employee,950,
0001067701-18-000031,EntityNumberOfEmployees,dei/2014,BlueLineRentalLLC,20180930,0,employee,1700,
0001067701-18-000031,EntityNumberOfEmployees,dei/2014,NeffCorporation,20170930,0,employee,1100,
0001067701-18-000031,EntityNumberOfEmployees,dei/2014,NESRentalsHoldingsIIInc.,20161231,0,employee,1100,
0000100517-18-000028,EntityNumberOfEmployees,dei/2014,UnitedAirLinesInc,20180930,0,employee,90900,
0001688852-18-000045,EntityNumberOfEmployees,dei/2014,IStarInc.,20170930,0,employee,189,
0001688852-18-000054,EntityNumberOfEmployees,dei/2014,IStarInc.,20180630,0,employee,186,
0001717307-18-000032,EntityNumberOfEmployees,dei/2014,,20180930,0,employee,0,
0001701605-18-000103,EntityNumberOfEmployees,dei/2014,,20180930,0,Employee,65000,
0001411207-18-000193,EntityNumberOfEmployees,dei/2014,,20180930,0,Employee,2700,
0000807707-18-000052,InvestmentForeignCurrencyContractForeignCurrencyAmount,invest/2013,,20170831,0,USD,148500000,
0001564590-18-027151,InvestmentForeignCurrencyContractForeignCurrencyAmount,invest/2013,,20180930,0,EUR,370000000,
0001062993-18-004995,InvestmentForeignCurrencyContractForeignCurrencyAmount,invest/2013,,20181031,0,USD,2500000,
0001062993-18-004995,InvestmentForeignCurrencyContractForeignCurrencyAmount,invest/2013,,20180430,0,USD,0,
0000016918-18-000074,InvestmentForeignCurrencyContractReportingCurrencyAmountAtDateOfOrigin,invest/2013,,20180831,0,USD,1,
0000016918-18-000074,InvestmentForeignCurrencyContractReportingCurrencyAmountAtDateOfOrigin,invest/2013,,20180831,0,CAD,1.2873,
0001047469-18-007166,InvestmentInterestRate,invest/2013,,20180930,3,pure,0.05,
0001047469-18-007166,InvestmentInterestRate,invest/2013,,20171231,4,pure,0.05,
0001493152-18-015428,InvestmentInterestRate,invest/2013,JuvenescenceLimited,20180930,3,pure,0.07,
0001615774-18-015131,InvestmentInterestRate,invest/2013,,20180131,0,pure,0.1,
0001493152-18-018121,InvestmentInterestRate,invest/2013,RobustEnergyLLC,20160930,0,pure,0.2,
0001140361-18-043060,InvestmentInterestRate,invest/2013,,20180930,3,pure,0.06,
0001213900-18-016184,InvestmentInterestRate,invest/2013,,20180731,0,pure,5,
0001493152-18-016528,InvestmentInterestRate,invest/2013,InventergyInnovationsLLC,20160630,0,pure,0.45,
0001498547-18-000050,InvestmentInterestRate,invest/2013,,20180930,3,pure,0.09,
0001615774-18-012687,InvestmentInterestRate,invest/2013,,20180131,0,pure,0.1,
0001615774-18-012414,InvestmentInterestRate,invest/2013,,20180131,0,pure,0.1,
0001213900-18-015591,InvestmentOptionsExercisePrice,invest/2013,JowayShengshiToCrystalGlobe,20100731,0,USD,2,
0001079973-18-000563,InvestmentOptionsExercisePrice,invest/2013,,20180630,1,USD,2.34,
0001079973-18-000563,InvestmentOptionsExercisePrice,invest/2013,,20180630,0,USD,2.5,
0001213900-18-013919,InvestmentOptionsExercisePrice,invest/2013,,20180831,3,USD,11.5,
0000805676-18-000155,InvestmentOptionsExercisePrice,invest/2013,,20180930,3,USD,19,
0001213900-18-014837,InvestmentOptionsExercisePrice,invest/2013,,20180930,3,USD,1.76,
0001673985-18-000127,InvestmentOptionsExercisePrice,invest/2013,,20180531,0,USD,40.74,
0001673985-18-000127,InvestmentOptionsExercisePrice,invest/2013,,20180228,0,USD,41.97,
0001072613-18-000516,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,1.39,
0001213900-18-013919,InvestmentWarrantsExercisePrice,invest/2013,,20160831,0,USD,11.5,
0001079973-18-000563,InvestmentWarrantsExercisePrice,invest/2013,,20161231,0,USD,2.5,
0001445866-18-001044,InvestmentWarrantsExercisePrice,invest/2013,,20170331,0,USD,2.96,
0001493152-18-014282,InvestmentWarrantsExercisePrice,invest/2013,BousteadSecuritiesLtd,20180630,0,USD,2.452,
0001493152-18-014282,InvestmentWarrantsExercisePrice,invest/2013,,20180531,0,USD,2.452,
0001445866-18-001059,InvestmentWarrantsExercisePrice,invest/2013,,20170630,0,USD,3.33,
0001640334-18-001962,InvestmentWarrantsExercisePrice,invest/2013,,20170630,4,USD,0.5,
0001493152-18-014994,InvestmentWarrantsExercisePrice,invest/2013,,20180531,0,USD,2.452,
0001493152-18-014994,InvestmentWarrantsExercisePrice,invest/2013,BousteadSecuritiesLtd,20180630,0,USD,2.452,
0001393905-18-000311,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,0.15,
0001564590-18-028815,InvestmentWarrantsExercisePrice,invest/2013,,20141231,4,USD,26.68,
0001477932-18-005373,InvestmentWarrantsExercisePrice,invest/2013,,20180131,0,USD,0.25,
0001121702-18-000039,InvestmentWarrantsExercisePrice,invest/2013,,20170630,0,USD,5.04,
0001654954-18-012227,InvestmentWarrantsExercisePrice,invest/2013,,20170930,3,USD,18.45,
0001144204-18-058336,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,8.53,
0000708955-18-000094,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,12.09,
0001398432-18-000123,InvestmentWarrantsExercisePrice,invest/2013,,20180430,0,USD,2.35,
0000821483-18-000062,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,0.09,
0000821483-18-000062,InvestmentWarrantsExercisePrice,invest/2013,,20171231,4,USD,0.09,
0000882104-18-000117,InvestmentWarrantsExercisePrice,invest/2013,,20160731,0,USD,0.01,
0001628280-18-013834,InvestmentWarrantsExercisePrice,invest/2013,,20160229,0,USD,3.5,
0001213900-18-015019,InvestmentWarrantsExercisePrice,invest/2013,,20170831,0,USD,3.2,
0001393905-18-000319,InvestmentWarrantsExercisePrice,invest/2013,,20181031,0,USD,0.4,
0001393905-18-000319,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,0.4,
0001393905-18-000319,InvestmentWarrantsExercisePrice,invest/2013,,20171231,4,USD,0.3,
0001493152-18-015821,InvestmentWarrantsExercisePrice,invest/2013,,20180531,0,USD,2.452,
0001493152-18-015821,InvestmentWarrantsExercisePrice,invest/2013,BousteadSecuritiesLtd,20180930,3,USD,2.452,
0001193125-18-326837,InvestmentWarrantsExercisePrice,invest/2013,,20150131,0,USD,0.125,
0001553350-18-001239,InvestmentWarrantsExercisePrice,invest/2013,,20180430,0,USD,1.584,
0001553350-18-001239,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,1.584,
0001393905-18-000337,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,0.1,
0000850261-18-000033,InvestmentWarrantsExercisePrice,invest/2013,,20161130,0,USD,4.89,
0001213900-18-015317,InvestmentWarrantsExercisePrice,invest/2013,,20180930,1,USD,1.5,
0001213900-18-015486,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,100,
0001213900-18-016238,InvestmentWarrantsExercisePrice,invest/2013,,20170228,0,USD,4,
0001213900-18-016170,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,0.25,
0001213900-18-016201,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,1.5,
0001349929-18-000014,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,3.71,
0001213900-18-016075,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,0.5,
0001445866-18-001270,InvestmentWarrantsExercisePrice,invest/2013,PacificLeafVenturesLp,20160831,0,USD,0.36,
0001079974-18-000600,InvestmentWarrantsExercisePrice,invest/2013,,20180930,3,USD,0.625,
0001144204-18-059482,InvestmentWarrantsExercisePrice,invest/2013,,20180531,1,USD,1,
0001469709-18-000198,InvestmentWarrantsExercisePrice,invest/2013,,20170630,4,USD,0.14,
0001144204-18-062614,InvestmentWarrantsExercisePrice,invest/2013,,20180430,0,USD,3.3125,
0001213900-18-016666,InvestmentWarrantsExercisePrice,invest/2013,,20180831,4,USD,7.25,
0001477932-18-005797,InvestmentWarrantsExercisePrice,invest/2013,,20180531,0,USD,2.49,
0001493152-18-017961,InvestmentWarrantsExercisePrice,invest/2013,,20181031,3,USD,0.006,
0001445866-18-001361,InvestmentWarrantsExercisePrice,invest/2013,PacificLeafVenturesLp,20160831,0,USD,0.36,
0001003297-18-000182,InvestmentWarrantsExercisePrice,invest/2013,,20180930,4,USD,1.8,
0001393905-18-000363,InvestmentWarrantsExercisePrice,invest/2013,,20181031,3,USD,0.1875,
0000058361-18-000038,InvestmentWarrantsExercisePrice,invest/2013,,20180930,4,USD,4.19,
0001213900-18-017369,InvestmentWarrantsExercisePrice,invest/2013,,20181031,1,USD,0.15,
0000832428-18-000098,AcceleratedShareRepurchaseProgramAdjustment,us-gaap/2017,,20161130,0,USD,25000000,
0001628280-18-014128,AcceleratedShareRepurchasesFinalPricePaidPerShare,us-gaap/2017,,20180930,3,USD,31.29,
0001386278-18-000052,AcceleratedShareRepurchasesFinalPricePaidPerShare,us-gaap/2017,,20180930,3,USD,38.64,
0001297989-18-000011,AcceleratedShareRepurchasesFinalPricePaidPerShare,us-gaap/2017,,20180930,3,USD,61.12,
0001297989-18-000011,AcceleratedShareRepurchasesFinalPricePaidPerShare,us-gaap/2017,,20170930,3,USD,46.4,
0000014272-18-000197,AcceleratedShareRepurchasesSettlementPaymentOrReceipt,us-gaap/2017,,20171231,0,USD,2000000000,
0001386278-18-000052,AcceleratedShareRepurchasesSettlementPaymentOrReceipt,us-gaap/2017,,20180930,0,USD,-50000000,
0001193125-18-322455,AcceleratedShareRepurchasesSettlementPaymentOrReceipt,us-gaap/2017,,20180930,0,USD,125000000,
0001711269-18-000022,AcceleratedShareRepurchasesSettlementPaymentOrReceipt,us-gaap/2017,,20180731,0,USD,450000000,
0000832428-18-000098,AcceleratedShareRepurchasesSettlementPaymentOrReceipt,us-gaap/2017,,20180930,0,USD,-25000000,
0000857005-18-000025,AcceleratedShareRepurchasesSettlementPaymentOrReceipt,us-gaap/2017,,20180731,0,USD,1000000000,
0001406587-18-000012,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,5095000,
0001406587-18-000012,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,2703000,
0000882184-18-000120,AccountsAndNotesReceivableNet,us-gaap/2017,,20170930,0,USD,60000000,
0000882184-18-000120,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,81700000,
0001721868-18-000683,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,,
0001721868-18-000683,AccountsAndNotesReceivableNet,us-gaap/2017,,20180630,0,USD,3649,
0000890163-18-000042,AccountsAndNotesReceivableNet,us-gaap/2017,,20180331,0,USD,38463,
0000890163-18-000042,AccountsAndNotesReceivableNet,us-gaap/2017,,20180630,0,USD,47093,
0001528930-18-000053,AccountsAndNotesReceivableNet,us-gaap/2017,,20180731,0,USD,75143000,
0001528930-18-000053,AccountsAndNotesReceivableNet,us-gaap/2017,,20180430,0,USD,71263000,
0001528930-18-000053,AccountsAndNotesReceivableNet,us-gaap/2017,,20170731,0,USD,87923000,
0000922358-18-000013,AccountsAndNotesReceivableNet,us-gaap/2017,FerrellgasLP,20181031,0,USD,136189000,
0000922358-18-000013,AccountsAndNotesReceivableNet,us-gaap/2017,FerrellgasLP,20180731,0,USD,126054000,
0000922358-18-000013,AccountsAndNotesReceivableNet,us-gaap/2017,,20181031,0,USD,136189000,
0000922358-18-000013,AccountsAndNotesReceivableNet,us-gaap/2017,,20180731,0,USD,126054000,
0001193125-18-324683,AccountsAndNotesReceivableNet,us-gaap/2017,,20180331,0,JPY,2.94773E+11,
0001193125-18-324683,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,JPY,2.7552E+11,
0000930810-18-000014,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,31006000,
0000930810-18-000014,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,20540000,
0001511164-18-000670,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,3600,Net of allowance for doubtful accounts of $0
0001511164-18-000670,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,3600,
0001528930-18-000059,AccountsAndNotesReceivableNet,us-gaap/2017,,20171031,0,USD,94797000,
0001528930-18-000059,AccountsAndNotesReceivableNet,us-gaap/2017,,20180430,0,USD,71263000,
0001528930-18-000059,AccountsAndNotesReceivableNet,us-gaap/2017,,20181031,0,USD,84092000,
0000904979-18-000054,AccountsAndNotesReceivableNet,us-gaap/2017,,20181031,0,USD,209733000,
0000904979-18-000054,AccountsAndNotesReceivableNet,us-gaap/2017,,20171031,0,USD,188664000,
0001721868-18-000770,AccountsAndNotesReceivableNet,us-gaap/2017,,20161231,0,USD,164451,
0001721868-18-000770,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,146804,
0000882104-18-000117,AccountsAndNotesReceivableNet,us-gaap/2017,LENSAR,20170430,0,USD,43900000,
0000882104-18-000117,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,71000000,
0000882104-18-000117,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,70700000,
0000888491-18-000035,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,336825000,
0000888491-18-000035,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,279334000,
0001130310-18-000023,AccountsAndNotesReceivableNet,us-gaap/2017,HoustonElectric,20180930,0,USD,389000000,
0001130310-18-000023,AccountsAndNotesReceivableNet,us-gaap/2017,HoustonElectric,20171231,0,USD,284000000,
0001144204-18-058399,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,42000,
0001144204-18-058399,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,4000,
0001144204-18-058394,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,66000,
0001144204-18-058394,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,24000,
0001496048-18-000042,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,221535000,
0001496048-18-000042,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,334081000,
0001144204-18-058392,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,156000,
0001144204-18-058392,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,166000,
0001504461-18-000053,AccountsAndNotesReceivableNet,us-gaap/2017,,20180731,0,USD,3400000,
0000830748-18-000016,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,1005000,
0000830748-18-000016,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,856000,
0000912593-18-000143,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,167698000,
0000912593-18-000143,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,163496000,
0001663577-18-000449,AccountsAndNotesReceivableNet,us-gaap/2017,,20180630,0,USD,197261,
0001663577-18-000449,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,195632,
0001663577-18-000449,AccountsAndNotesReceivableNet,us-gaap/2017,,20170630,0,USD,138373,
0001663577-18-000449,AccountsAndNotesReceivableNet,us-gaap/2017,,20160630,0,USD,60163,
0000795266-18-000080,AccountsAndNotesReceivableNet,us-gaap/2017,,20180831,0,USD,279608000,
0000795266-18-000080,AccountsAndNotesReceivableNet,us-gaap/2017,,20171130,0,USD,244213000,
0001528930-18-000034,AccountsAndNotesReceivableNet,us-gaap/2017,,20180430,0,USD,71263000,
0001528930-18-000034,AccountsAndNotesReceivableNet,us-gaap/2017,,20170430,0,USD,77795000,
0001528930-18-000025,AccountsAndNotesReceivableNet,us-gaap/2017,,20161031,0,USD,102393000,
0001528930-18-000025,AccountsAndNotesReceivableNet,us-gaap/2017,,20170430,0,USD,77795000,
0001528930-18-000025,AccountsAndNotesReceivableNet,us-gaap/2017,,20171031,0,USD,94797000,
0001528930-18-000028,AccountsAndNotesReceivableNet,us-gaap/2017,,20170131,0,USD,161208000,
0001528930-18-000028,AccountsAndNotesReceivableNet,us-gaap/2017,,20170430,0,USD,77795000,
0001528930-18-000028,AccountsAndNotesReceivableNet,us-gaap/2017,,20180131,0,USD,146687000,
0001528930-18-000029,AccountsAndNotesReceivableNet,us-gaap/2017,,20170430,0,USD,77795000,
0001528930-18-000029,AccountsAndNotesReceivableNet,us-gaap/2017,,20180430,0,USD,71263000,
0001720635-18-000024,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,365500000,
0001720635-18-000024,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,349300000,
0000890319-18-000149,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,81483000,
0000890319-18-000149,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,78566000,
0001574596-18-000127,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,20857000,
0001574596-18-000127,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,23224000,
0001040971-18-000024,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,44614000,
0001040971-18-000024,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,57644000,
0001297996-18-000144,AccountsAndNotesReceivableNet,us-gaap/2017,,20171231,0,USD,276347000,
0001297996-18-000144,AccountsAndNotesReceivableNet,us-gaap/2017,,20180930,0,USD,308709000,
0001297996-18-000144,AccountsAndNotesReceivableNet,us-gaap/2017,DigitalRealtyTrustLP,20171231,0,USD,276347000,
0001297996-18-000144,AccountsAndNotesReceivableNet,us-gaap/2017,DigitalRealtyTrustLP,20180930,0,USD,308709000,
0000866609-18-000058,AccountsAndOtherReceivablesNetCurrent,us-gaap/2017,,20180930,0,USD,23624000,
0000866609-18-000058,AccountsAndOtherReceivablesNetCurrent,us-gaap/2017,,20171231,0,USD,19478000,
0001385849-18-000068,AccountsAndOtherReceivablesNetCurrent,us-gaap/2017,,20171231,0,USD,1253000,
0001385849-18-000068,AccountsAndOtherReceivablesNetCurrent,us-gaap/2017,,20180930,0,USD,962000,
0001658566-18-000077,AccountsAndOtherReceivablesNetCurrent,us-gaap/2017,,20171231,0,USD,78786000,
0001658566-18-000077,AccountsAndOtherReceivablesNetCurrent,us-gaap/2017,,20180930,0,USD,88817000,
